id,character,source,translatedstr
Idolchr_0105_C_30_01_002(0),Ｐ,"（もうこんな時間か……。
雪歩も楽しんでくれたようだな）",
Idolchr_0105_C_30_01_003(0),雪歩,"今日はありがとうございました！
プロデューサーと一緒にいられて、楽しかったですぅ",
Idolchr_0105_C_30_01_004(0),雪歩,"ちょっと疲れちゃいましたけど、楽しかったです。
今日はありがとうございます。プロデューサー",
runintochr_0105_A_01_00_001(0),Ｐ,"お？　あそこにいるのは雪歩か？
おーい",
runintochr_0105_A_01_00_002(0),雪歩,"あ、プロデューサー。
おはようございます",
runintochr_0105_A_01_00_003(0),Ｐ,"おはよう。
プロジェクトルミナスはどうだ？",
runintochr_0105_A_01_00_004(0),雪歩,"そうですね……。いろんな子が集まっているので、
少し、緊張しますけど……楽しいです",
runintochr_0105_A_01_00_005(0),Ｐ,"そうか。
楽しいのが一番だな、期待しているぞ",
runintochr_0105_A_01_00_006(0),雪歩,はい、わかりました～,
runintochr_0105_A_01_00_007(0),Ｐ,それじゃあ、事務所に行こうか,
runintochr_0105_B_02_00_001(0),雪歩,"あ、プロデューサー。
おはようございます",
runintochr_0105_B_02_00_002(0),Ｐ,"おお、雪歩か。
おはよう、今日の調子はどうだ？",
runintochr_0105_B_02_00_003(0),雪歩,"今朝のお茶、茶柱が立ってたんです！
だから、今日はいいことがありそうかなって",
runintochr_0105_B_02_00_004(0),Ｐ,"茶柱か……もしかして雪歩の日頃の頑張りが、
お茶にも出てきてくれたのかな",
runintochr_0105_B_02_00_005(0),雪歩,"そんな、私はまだまだで……でも、プロデューサーが
励ましてくれるので、どうにかできてますぅ",
runintochr_0105_B_02_00_006(0),Ｐ,"ありがとう。
それじゃ一緒に事務所に行こうか",
runintochr_0105_B_02_00_007(0),雪歩,"はい！
えへへ……さっそくいいことがありました～",
runintochr_0105_C_03_00_001(0),雪歩,"プロデューサー、少しお話ししたいことが
あるんですけど……今、大丈夫ですか？",
runintochr_0105_C_03_00_002(0),Ｐ,お、雪歩。どうしたんだ？,
runintochr_0105_C_03_00_003(0),雪歩,"あの、その……い、いつもプロデュースしてくれて、
本当にありがとうございますぅ！",
runintochr_0105_C_03_00_004(0),Ｐ,"ありがとう……。
けど、急にどうしたんだ？",
runintochr_0105_C_03_00_005(0),雪歩,"い、いえ……いつもお世話になっているので、
きちんとお礼をしなきゃって思って……",
runintochr_0105_C_03_00_006(0),Ｐ,"そうだったのか……。
うん、嬉しいよ",
runintochr_0105_C_03_00_007(0),雪歩,えへへ、これからもよろしくお願いしますね,
runintochr_0105_D_01_00_001(0),雪歩,"おはようございます。
今日も一日、よろしくお願いします～",
runintochr_0105_D_01_01_001(0),雪歩,"あ、プロデューサー！
おはようございますぅ～",
runintochr_0105_E_02_00_001(0),雪歩,"今日も一日お疲れ様でした～。
お先に失礼しますね",
runintochr_0105_E_02_01_001(0),雪歩,"お疲れ様です、プロデューサー。
おうちに帰ったら、ゆっくりお茶を飲みます～",
