id,character,source,translatedstr
workchr_0101_C_01_00_021(0),春香,"確かに、私がアイドルを目指したのは、歌が好きで
……今も、そこは変わりません。でも……",
workchr_0101_C_01_00_022(0),春香,"私が歌うと、みんな笑顔になってくれるから、今は、
もっと好きになりました！　それを伝えてみます！",
workchr_0101_C_01_00_023(0),春香,"私が歌うことでみんなが笑顔になってくれるから……
だから、アイドルを続けています！",
workchr_0101_C_01_00_024(0),Ｐ,"（春香の言葉に、スタジオからも感嘆の声が。
アイドルらしい姿に、頼もしさを感じた）",
workchr_0101_C_01_00_025(0),Ｐ,"ここはあえて自分のためだと言ってみるのはどうだ？
意外性が演出できるかもしれないぞ",
workchr_0101_C_01_00_026(0),春香,"自分のため、ですか？　うーん、それも
間違ってはいないと思いますけど……",
workchr_0101_C_01_00_027(0),春香,"でも、そうですね。
たまには強気でいくのも大切……なのかな？",
workchr_0101_C_01_00_028(0),Ｐ,"（自分のためと答えた春香に、スタジオも困惑。
強気にいく作戦は、今回は失敗だったようだ……）",
workchr_0101_C_01_00_029(0),Ｐ,"俺のため、とかどうだ！？　プロデューサーを
喜ばすためにアイドルをやる春香……。とかな！",
workchr_0101_C_01_00_030(0),春香,"ええ！？　プロデューサーさんのためって、ゼロでは
ないですけど、趣旨と違うような……いいのかなあ？",
workchr_0101_C_01_00_031(0),Ｐ,"（残念ながら番組の趣旨からずれていたようで、
この質問の場面はカットされることになった……）",
workchr_0101_C_01_00_032(0),Ｐ,（今回の仕事は成功だ！）,
workchr_0101_C_01_00_033(0),Ｐ,（今回の仕事は失敗だ。次こそは！）,
